,STID,YEAR,MONTH,DAY,TR05,TR25,TR60,TR75
288407,BUFF,1999,10,7,,,,
288516,WEST,1999,10,7,3.3502,2.6227,2.3325,
288522,ACME,1999,10,8,3.845,3.8319,3.7093,3.5912
288524,ALTU,1999,10,8,2.0931,3.5469,,
288544,BUFF,1999,10,8,,,,
288653,WEST,1999,10,8,3.4135,2.6487,2.3511,
288659,ACME,1999,10,9,3.7902,3.8187,3.7024,3.5854
288661,ALTU,1999,10,9,1.583,3.5409,,
288681,BUFF,1999,10,9,,,,
288790,WEST,1999,10,9,3.4802,2.6924,2.3735,
288796,ACME,1999,10,10,3.7558,3.8196,3.7048,3.5943
288798,ALTU,1999,10,10,1.7645,3.5399,,
288818,BUFF,1999,10,10,,,,
288927,WEST,1999,10,10,3.5171,2.7376,2.3922,
288933,ACME,1999,10,11,3.7326,3.8216,3.7074,3.5964
288935,ALTU,1999,10,11,1.8894,3.5301,,
288955,BUFF,1999,10,11,,,,
289064,WEST,1999,10,11,3.5591,2.7964,2.4215,
289070,ACME,1999,10,12,3.7347,3.8245,3.7095,3.599
289072,ALTU,1999,10,12,1.968,3.5226,,
289092,BUFF,1999,10,12,,,,
289201,WEST,1999,10,12,3.5993,2.8666,2.4453,
289207,ACME,1999,10,13,3.7545,3.8294,3.7123,3.6053
289209,ALTU,1999,10,13,2.0417,3.5192,,
289229,BUFF,1999,10,13,,,,
289338,WEST,1999,10,13,3.6305,2.9465,2.4736,
289344,ACME,1999,10,14,3.7942,3.8456,3.7185,3.6151
289346,ALTU,1999,10,14,2.1064,3.5122,,
289366,BUFF,1999,10,14,,,,
289475,WEST,1999,10,14,3.6655,3.0321,2.5122,
289481,ACME,1999,10,15,3.8185,3.8518,3.7279,3.6207
289483,ALTU,1999,10,15,2.1359,3.5011,,
289503,BUFF,1999,10,15,,,,
289612,WEST,1999,10,15,3.6855,3.133,2.5502,
289618,ACME,1999,10,16,3.8374,3.842,3.7172,3.6177
289620,ALTU,1999,10,16,2.2127,3.4947,,
289640,BUFF,1999,10,16,,,,
289749,WEST,1999,10,16,3.7011,3.2377,2.5877,
289755,ACME,1999,10,17,3.8603,3.8505,3.7151,3.6216
289757,ALTU,1999,10,17,2.3352,3.507,,
289777,BUFF,1999,10,17,,,,
289886,WEST,1999,10,17,3.7262,3.3379,2.6374,
289892,ACME,1999,10,18,3.8809,3.8565,3.7161,3.6246
289894,ALTU,1999,10,18,2.4071,3.5246,,
289914,BUFF,1999,10,18,,,,
290023,WEST,1999,10,18,3.7451,3.4157,2.6982,
290029,ACME,1999,10,19,3.8862,3.8673,3.7219,3.6333
290031,ALTU,1999,10,19,2.4481,3.5222,,
290051,BUFF,1999,10,19,,,,
290160,WEST,1999,10,19,3.7569,3.4597,2.7545,
290166,ACME,1999,10,20,3.8928,3.8733,3.7292,3.645
290168,ALTU,1999,10,20,2.4623,3.5207,,
290188,BUFF,1999,10,20,,,,
290297,WEST,1999,10,20,3.7673,3.489,2.8105,
290303,ACME,1999,10,21,3.893,3.8803,3.7438,3.653
290305,ALTU,1999,10,21,2.4608,3.5122,,
290325,BUFF,1999,10,21,,,,
290434,WEST,1999,10,21,3.7792,3.5155,2.8692,
290440,ACME,1999,10,22,3.8992,3.8812,3.7423,3.6569
290442,ALTU,1999,10,22,2.4699,3.504,,
290462,BUFF,1999,10,22,,,,
290571,WEST,1999,10,22,3.7832,3.5472,2.9253,
290577,ACME,1999,10,23,3.9113,3.8762,3.7399,3.6584
290579,ALTU,1999,10,23,2.5043,3.4936,,
290599,BUFF,1999,10,23,,,,
290708,WEST,1999,10,23,3.7981,3.5695,2.9874,
290714,ACME,1999,10,24,3.9172,3.8812,3.7433,3.6625
290716,ALTU,1999,10,24,2.5475,3.4936,,
290736,BUFF,1999,10,24,,,,
290845,WEST,1999,10,24,3.8089,3.5889,3.0448,
290851,ACME,1999,10,25,3.9202,3.889,3.756,3.6749
290853,ALTU,1999,10,25,2.5564,3.4849,,
290873,BUFF,1999,10,25,,,,
290982,WEST,1999,10,25,3.8135,3.6027,3.0864,
290988,ACME,1999,10,26,3.92,3.8892,3.7579,3.6779
290990,ALTU,1999,10,26,2.5811,3.4804,,
291010,BUFF,1999,10,26,,,,
291119,WEST,1999,10,26,3.8052,3.6051,3.1199,
291125,ACME,1999,10,27,3.9219,3.8892,3.7605,3.6842
291127,ALTU,1999,10,27,2.6148,3.4644,,
291147,BUFF,1999,10,27,,,,
291256,WEST,1999,10,27,3.8078,3.614,3.1539,
291262,ACME,1999,10,28,3.9189,3.8944,3.7673,3.6901
291264,ALTU,1999,10,28,2.6581,3.4526,,
291284,BUFF,1999,10,28,,,,
291393,WEST,1999,10,28,3.8152,3.6307,3.1935,
291399,ACME,1999,10,29,3.8278,3.8886,3.7637,3.6881
291401,ALTU,1999,10,29,2.4896,3.4419,,
291421,BUFF,1999,10,29,,,,
291530,WEST,1999,10,29,3.8151,3.6407,3.2333,
291536,ACME,1999,10,30,1.4721,3.8697,3.7498,3.6805
291538,ALTU,1999,10,30,1.5395,3.3767,,
291558,BUFF,1999,10,30,,,,
291667,WEST,1999,10,30,2.7795,3.6434,3.266,
291673,ACME,1999,10,31,1.4294,1.9477,3.75,3.6755
291675,ALTU,1999,10,31,1.5434,2.3886,,
291695,BUFF,1999,10,31,,,,
291804,WEST,1999,10,31,1.7569,3.637,3.2915,
291810,ACME,1999,11,1,1.4202,1.5025,3.7637,3.6901
291812,ALTU,1999,11,1,1.5436,1.7655,,
291832,BUFF,1999,11,1,,,,
291941,WEST,1999,11,1,1.5553,3.6304,3.2981,
291947,ACME,1999,11,2,1.4338,1.494,3.7549,3.6892
291949,ALTU,1999,11,2,1.618,1.6019,,
291969,BUFF,1999,11,2,,,,
292078,WEST,1999,11,2,1.5522,3.6208,3.307,
292084,ACME,1999,11,3,1.4436,1.5012,3.7581,3.695
292086,ALTU,1999,11,3,1.7,1.5968,,
292106,BUFF,1999,11,3,,,,
292215,WEST,1999,11,3,1.7077,3.5872,3.323,
292221,ACME,1999,11,4,1.4536,1.492,3.7737,3.7074
292223,ALTU,1999,11,4,1.7624,1.6085,,
292243,BUFF,1999,11,4,,,,
292352,WEST,1999,11,4,1.965,3.5492,3.3242,
292358,ACME,1999,11,5,1.4602,1.4971,3.7763,3.7126
292360,ALTU,1999,11,5,1.8087,1.6185,,
292380,BUFF,1999,11,5,,,,
292489,WEST,1999,11,5,2.1103,3.5111,3.3186,
292495,ACME,1999,11,6,1.4634,1.4949,3.7712,3.7148
292497,ALTU,1999,11,6,1.8534,1.6298,,
292517,BUFF,1999,11,6,,,,
292626,WEST,1999,11,6,2.1946,3.4716,3.3026,
292632,ACME,1999,11,7,1.4782,1.5099,3.7652,3.708
292634,ALTU,1999,11,7,1.8995,1.6392,,
292654,BUFF,1999,11,7,,,,
292763,WEST,1999,11,7,2.2828,3.4451,3.2955,
292769,ACME,1999,11,8,1.5105,1.5475,3.7633,3.708
292771,ALTU,1999,11,8,1.952,1.6526,,
292791,BUFF,1999,11,8,,,,
292900,WEST,1999,11,8,2.3661,3.4232,3.2878,
292906,ACME,1999,11,9,1.5587,1.5829,3.7641,3.7052
292908,ALTU,1999,11,9,2.0128,1.662,,
292928,BUFF,1999,11,9,,,,
293037,WEST,1999,11,9,2.4568,3.4097,3.2834,
293043,ACME,1999,11,10,1.6004,1.608,3.7598,3.7061
293045,ALTU,1999,11,10,,,,
293065,BUFF,1999,11,10,,,,
293174,WEST,1999,11,10,2.5535,3.3938,3.2844,
293180,ACME,1999,11,11,1.6325,1.6328,3.753,3.7018
293182,ALTU,1999,11,11,2.0763,1.6898,,
293202,BUFF,1999,11,11,,,,
293311,WEST,1999,11,11,2.6692,3.3857,3.2802,
293317,ACME,1999,11,12,1.6631,1.6613,3.7523,3.7005
293319,ALTU,1999,11,12,2.1009,1.706,,
293339,BUFF,1999,11,12,,,,
293448,WEST,1999,11,12,2.8008,3.3759,3.2781,
293454,ACME,1999,11,13,1.6971,1.6859,3.7476,3.6976
293456,ALTU,1999,11,13,2.1205,1.7198,,
293476,BUFF,1999,11,13,,,,
293585,WEST,1999,11,13,2.9386,3.3663,3.2749,
293591,ACME,1999,11,14,1.7378,1.7144,3.7459,3.7011
293593,ALTU,1999,11,14,2.1462,1.7273,,
293613,BUFF,1999,11,14,,,,
293722,WEST,1999,11,14,3.073,3.3614,3.2747,
293728,ACME,1999,11,15,1.7763,1.7392,3.7476,3.6996
293730,ALTU,1999,11,15,2.1866,1.7475,,
293750,BUFF,1999,11,15,,,,
293859,WEST,1999,11,15,3.2097,3.3609,3.2705,
293865,ACME,1999,11,16,1.8152,1.7666,3.75,3.7035
293867,ALTU,1999,11,16,2.2153,1.7689,,
293887,BUFF,1999,11,16,,,,
293996,WEST,1999,11,16,3.3081,3.3685,3.279,
294002,ACME,1999,11,17,1.8502,1.7883,3.7453,3.6989
294004,ALTU,1999,11,17,2.2307,1.7798,,
294024,BUFF,1999,11,17,,,,
294133,WEST,1999,11,17,3.3861,3.3685,3.2761,
294139,ACME,1999,11,18,1.8817,1.8096,3.7502,3.7048
294141,ALTU,1999,11,18,2.2329,1.7911,,
294161,BUFF,1999,11,18,3.7734,2.4421,3.1175,3.5819
294270,WEST,1999,11,18,3.4556,3.3707,3.2769,
294276,ACME,1999,11,19,1.9284,1.8299,3.7356,3.6955
294278,ALTU,1999,11,19,2.2745,1.8045,,
294298,BUFF,1999,11,19,3.7991,2.4631,3.1211,3.5842
294407,WEST,1999,11,19,3.527,3.3729,3.2707,
294413,ACME,1999,11,20,1.9803,1.8582,3.7363,3.6953
294415,ALTU,1999,11,20,2.3398,1.8329,,
294435,BUFF,1999,11,20,3.7987,2.4792,3.1226,3.5857
294544,WEST,1999,11,20,3.593,3.3933,3.2814,
294550,ACME,1999,11,21,2.0034,1.8758,3.741,3.6976
294552,ALTU,1999,11,21,2.3501,1.8478,,
294572,BUFF,1999,11,21,3.8089,2.4827,3.1265,3.5902
294681,WEST,1999,11,21,3.6215,3.4014,3.2834,
294687,ACME,1999,11,22,2.0291,1.8956,3.7403,3.7015
294689,ALTU,1999,11,22,2.3693,1.8602,,
294709,BUFF,1999,11,22,3.8303,2.4985,3.13,3.5957
294818,WEST,1999,11,22,3.6322,3.4036,3.281,
294824,ACME,1999,11,23,2.0582,1.9056,3.729,3.6968
294826,ALTU,1999,11,23,2.416,1.8755,,
294846,BUFF,1999,11,23,3.8288,2.507,3.13,3.5957
294955,WEST,1999,11,23,1.5742,3.4007,3.2707,
294961,ACME,1999,11,24,2.1007,1.9361,3.7273,3.6959
294963,ALTU,1999,11,24,2.475,1.903,,
294983,BUFF,1999,11,24,3.815,2.5141,3.125,3.5974
295092,WEST,1999,11,24,1.7423,3.4046,3.2676,
295098,ACME,1999,11,25,2.1249,1.9567,3.7384,3.7052
295100,ALTU,1999,11,25,2.5002,1.9224,,
295120,BUFF,1999,11,25,3.8192,2.5247,3.1175,3.6006
295229,WEST,1999,11,25,1.9971,3.3938,3.2751,
295235,ACME,1999,11,26,2.1429,1.9699,3.7498,3.7109
295237,ALTU,1999,11,26,2.5044,1.9344,,
295257,BUFF,1999,11,26,3.8237,2.5173,3.104,3.602
295366,WEST,1999,11,26,2.1548,3.3921,3.2834,
295372,ACME,1999,11,27,2.1562,1.9858,3.7431,3.7091
295374,ALTU,1999,11,27,2.4988,1.9433,,
295394,BUFF,1999,11,27,3.8305,2.5092,3.096,3.6011
295503,WEST,1999,11,27,2.2603,3.366,3.2806,
295509,ACME,1999,11,28,2.1791,1.9941,3.7421,3.7111
295511,ALTU,1999,11,28,2.5057,1.9523,,
295531,BUFF,1999,11,28,3.8383,2.5183,3.104,3.6048
295640,WEST,1999,11,28,2.3495,3.3491,3.2812,
295646,ACME,1999,11,29,2.2072,2.0073,3.7429,3.7158
295648,ALTU,1999,11,29,2.5327,1.9654,,
295668,BUFF,1999,11,29,3.8436,2.5264,3.1104,3.6078
295777,WEST,1999,11,29,2.4309,3.3447,3.2823,
295783,ACME,1999,11,30,2.2382,2.0234,3.7416,3.7111
295785,ALTU,1999,11,30,2.5453,1.9725,,
295805,BUFF,1999,11,30,3.8342,2.5238,3.1036,3.6012
295914,WEST,1999,11,30,2.5198,3.3388,3.2872,
295920,ACME,1999,12,1,2.2548,2.0324,3.7393,3.7113
295922,ALTU,1999,12,1,2.5405,1.9785,,
295942,BUFF,1999,12,1,3.8269,2.5101,3.1,3.5984
296051,WEST,1999,12,1,2.5921,3.316,3.2887,
296057,ACME,1999,12,2,2.1772,2.0324,3.748,3.7189
296059,ALTU,1999,12,2,2.5287,1.98,,
296079,BUFF,1999,12,2,3.8187,2.4952,3.0989,3.6012
296188,WEST,1999,12,2,2.6356,3.2968,3.2854,
296194,ACME,1999,12,3,1.6563,2.0438,3.738,3.713
296196,ALTU,1999,12,3,2.5621,1.9875,,
296216,BUFF,1999,12,3,3.8337,2.5096,3.1085,3.6061
296325,WEST,1999,12,3,1.7343,3.2784,3.2721,
296331,ACME,1999,12,4,1.4833,2.0483,3.7236,3.7
296333,ALTU,1999,12,4,1.7111,2.0043,,
296353,BUFF,1999,12,4,3.8445,2.528,3.1157,3.6069
296462,WEST,1999,12,4,1.6935,2.4558,2.4279,
296468,ACME,1999,12,5,1.4574,1.9744,3.7322,3.7048
296470,ALTU,1999,12,5,1.7001,2.0237,,
296490,BUFF,1999,12,5,3.5861,2.5581,3.1184,3.6149
296599,WEST,1999,12,5,1.5585,1.6234,1.6303,
296605,ACME,1999,12,6,1.4709,1.8667,3.7326,3.7096
296607,ALTU,1999,12,6,1.7883,2.0163,,
296627,BUFF,1999,12,6,3.2268,2.5675,3.1112,3.6172
296736,WEST,1999,12,6,1.5607,1.617,1.6297,
296742,ACME,1999,12,7,1.4818,1.7925,3.7483,3.7217
296744,ALTU,1999,12,7,1.859,1.9924,,
296764,BUFF,1999,12,7,3.0965,2.5772,3.0975,3.6232
296873,WEST,1999,12,7,1.562,1.6055,1.6162,
296879,ACME,1999,12,8,1.4829,1.7401,3.7515,3.7228
296881,ALTU,1999,12,8,1.8697,1.9369,,
296901,BUFF,1999,12,8,3.0215,2.577,3.0847,3.6248
297010,WEST,1999,12,8,1.5721,1.6013,1.6071,
297016,ACME,1999,12,9,1.4557,1.5433,3.7288,3.7169
297018,ALTU,1999,12,9,1.5379,1.5575,,
297038,BUFF,1999,12,9,2.9731,2.5746,3.0767,3.6279
297147,WEST,1999,12,9,1.5565,1.5831,1.5907,
297153,ACME,1999,12,10,1.4546,1.5206,3.7307,3.7165
297155,ALTU,1999,12,10,1.5555,1.5586,,
297175,BUFF,1999,12,10,,2.5734,3.0753,3.6295
297284,WEST,1999,12,10,1.5417,1.5807,1.5843,
297290,ACME,1999,12,11,1.4596,1.5148,3.7361,3.7206
297292,ALTU,1999,12,11,1.5605,1.5577,,
297312,BUFF,1999,12,11,,2.5616,3.081,3.6323
297421,WEST,1999,12,11,1.5457,1.5809,1.5802,
297427,ACME,1999,12,12,1.4545,1.507,3.7275,3.72
297429,ALTU,1999,12,12,1.5541,1.5535,,
297449,BUFF,1999,12,12,,2.5407,3.0779,3.633
297558,WEST,1999,12,12,1.5348,1.5669,1.5691,
297564,ACME,1999,12,13,1.4673,1.5064,3.7108,3.721
297566,ALTU,1999,12,13,,,,
297586,BUFF,1999,12,13,,,,
297695,WEST,1999,12,13,1.5325,1.5642,1.563,
297701,ACME,1999,12,14,1.4705,1.5013,3.7012,3.7204
297703,ALTU,1999,12,14,,,,
297723,BUFF,1999,12,14,,,,
297832,WEST,1999,12,14,1.5413,1.5659,1.5606,
297838,ACME,1999,12,15,1.4754,1.4957,3.6913,3.7232
297840,ALTU,1999,12,15,1.5616,1.5472,,
297860,BUFF,1999,12,15,,2.5014,3.0879,3.6383
297969,WEST,1999,12,15,1.5425,1.5615,1.5541,
297975,ACME,1999,12,16,1.4862,1.4935,3.6849,3.728
297977,ALTU,1999,12,16,1.5885,1.5474,,
297997,BUFF,1999,12,16,,2.4866,3.0868,3.64
298106,WEST,1999,12,16,1.5569,1.564,1.5541,
298112,ACME,1999,12,17,1.4895,1.4969,3.6722,3.7247
298114,ALTU,1999,12,17,1.6415,1.544,,
298134,BUFF,1999,12,17,2.8369,2.4689,3.0846,3.6386
298243,WEST,1999,12,17,1.579,1.561,1.5495,
298249,ACME,1999,12,18,1.4954,1.4922,3.6491,3.7252
298251,ALTU,1999,12,18,1.6813,1.5454,,
298271,BUFF,1999,12,18,2.8248,2.4521,3.0887,3.6413
298380,WEST,1999,12,18,1.6008,1.5576,1.5461,
298386,ACME,1999,12,19,1.5004,1.4944,3.6356,3.7228
298388,ALTU,1999,12,19,1.7094,1.5503,,
298408,BUFF,1999,12,19,2.8193,2.4468,3.0937,3.6413
298517,WEST,1999,12,19,1.6283,1.5593,1.5432,
298523,ACME,1999,12,20,1.4976,1.4912,3.6187,3.7191
298525,ALTU,1999,12,20,1.7577,1.5528,,
298545,BUFF,1999,12,20,2.8326,2.4453,3.1017,3.6468
298654,WEST,1999,12,20,1.6544,1.5591,1.5384,
298660,ACME,1999,12,21,1.5072,1.4927,3.6076,3.7208
298662,ALTU,1999,12,21,1.8054,1.5622,,
298682,BUFF,1999,12,21,,2.4412,3.0971,3.642
298791,WEST,1999,12,21,1.7213,1.5626,1.5362,
298797,ACME,1999,12,22,1.521,1.4933,3.5966,3.7228
298799,ALTU,1999,12,22,1.8306,1.562,,
298819,BUFF,1999,12,22,,2.4421,3.1004,3.6461
298928,WEST,1999,12,22,1.7781,1.5662,1.5366,
298934,ACME,1999,12,23,1.5309,1.4959,3.5817,3.7189
298936,ALTU,1999,12,23,1.8521,1.5768,,
298956,BUFF,1999,12,23,,2.4384,3.0997,3.6459
299065,WEST,1999,12,23,1.8169,1.568,1.5309,
299071,ACME,1999,12,24,1.5427,1.4965,3.557,3.7161
299073,ALTU,1999,12,24,1.8654,1.5873,,
299093,BUFF,1999,12,24,,2.4246,3.0963,3.6422
299202,WEST,1999,12,24,1.8557,1.5691,1.5293,
299208,ACME,1999,12,25,1.5636,1.5018,3.5453,3.7221
299210,ALTU,1999,12,25,1.8932,1.592,,
299230,BUFF,1999,12,25,,2.4274,3.102,3.6466
299339,WEST,1999,12,25,1.9064,1.5725,1.5303,
299345,ACME,1999,12,26,1.578,1.4996,3.5187,3.7165
299347,ALTU,1999,12,26,1.9035,1.6017,,
299367,BUFF,1999,12,26,2.785,2.4157,3.1024,3.6431
299476,WEST,1999,12,26,1.9451,1.5735,1.5267,
299482,ACME,1999,12,27,1.6011,1.5016,3.484,3.7124
299484,ALTU,1999,12,27,1.9546,1.61,,
299504,BUFF,1999,12,27,2.7935,2.4152,3.1041,3.6411
299613,WEST,1999,12,27,1.9951,1.5787,1.5307,
299619,ACME,1999,12,28,1.6199,1.5041,3.4534,3.71
299621,ALTU,1999,12,28,1.9926,1.6222,,
299641,BUFF,1999,12,28,,2.4131,3.1057,3.6433
299750,WEST,1999,12,28,2.026,1.5829,1.5294,
299756,ACME,1999,12,29,1.6411,1.514,3.4108,3.7122
299758,ALTU,1999,12,29,2.0148,1.6326,,
299778,BUFF,1999,12,29,2.7616,2.4051,3.1036,3.6403
299887,WEST,1999,12,29,2.0545,1.5852,1.5295,
299893,ACME,1999,12,30,1.6546,1.5115,3.3566,3.7091
299895,ALTU,1999,12,30,2.0388,1.6452,,
299915,BUFF,1999,12,30,2.7668,2.4034,3.1065,3.6414
300024,WEST,1999,12,30,2.0922,1.586,1.5275,
300030,ACME,1999,12,31,1.6792,1.5142,3.2956,3.7028
300032,ALTU,1999,12,31,2.0762,1.6586,,
300052,BUFF,1999,12,31,2.7735,2.4104,3.1135,3.6449
300161,WEST,1999,12,31,2.1448,1.5885,1.5275,
300167,ACME,2000,1,1,1.6958,1.5208,3.2532,3.7039
300169,ALTU,2000,1,1,2.0849,1.6671,,
300189,BUFF,2000,1,1,2.7435,2.3911,3.1059,3.6373
300298,WEST,2000,1,1,2.1832,1.5943,1.5275,
300304,ACME,2000,1,2,1.7155,1.522,3.2009,3.6959
300306,ALTU,2000,1,2,2.0918,1.6731,,
300326,BUFF,2000,1,2,2.7325,2.3847,3.1057,3.6364
300435,WEST,2000,1,2,2.1881,1.6069,1.5273,
300441,ACME,2000,1,3,1.5524,1.5274,3.1566,3.687
300443,ALTU,2000,1,3,2.1278,1.6887,,
300463,BUFF,2000,1,3,2.789,2.3971,3.1164,3.6435
300572,WEST,2000,1,3,1.6319,1.5873,1.5206,
300578,ACME,2000,1,4,1.5787,1.5319,3.1283,3.6818
300580,ALTU,2000,1,4,2.1803,1.7112,,
300600,BUFF,2000,1,4,,2.4132,3.121,3.6429
300709,WEST,2000,1,4,1.566,1.5847,1.5194,
300715,ACME,2000,1,5,1.6107,1.5408,3.1099,3.6831
300717,ALTU,2000,1,5,2.2023,1.7278,,
300737,BUFF,2000,1,5,,2.4136,3.1116,3.6376
300846,WEST,2000,1,5,1.5694,1.5851,1.5188,
300852,ACME,2000,1,6,1.6308,1.5499,3.0868,3.6794
300854,ALTU,2000,1,6,2.2219,1.746,,
300874,BUFF,2000,1,6,,2.4123,3.106,3.639
300983,WEST,2000,1,6,1.5678,1.5803,1.5157,
300989,ACME,2000,1,7,1.6462,1.5549,3.0724,3.6853
300991,ALTU,2000,1,7,2.233,1.7552,,
301011,BUFF,2000,1,7,,2.4204,3.1115,3.6443
301120,WEST,2000,1,7,1.5758,1.5754,1.5167,
301126,ACME,2000,1,8,1.5273,1.5594,3.0435,3.6814
301128,ALTU,2000,1,8,2.2048,1.7597,,
301148,BUFF,2000,1,8,,2.4159,3.1075,3.6441
301257,WEST,2000,1,8,1.5728,1.5717,1.5164,
301263,ACME,2000,1,9,1.5331,1.5634,3.0107,3.6725
301265,ALTU,2000,1,9,2.2157,1.7646,,
301285,BUFF,2000,1,9,,2.4162,3.1078,3.6452
301394,WEST,2000,1,9,1.5702,1.5722,1.519,
301400,ACME,2000,1,10,1.5532,1.5594,2.9855,3.6768
301402,ALTU,2000,1,10,2.2209,1.7843,,
301422,BUFF,2000,1,10,,2.4137,3.1055,3.6459
301531,WEST,2000,1,10,1.5646,1.5648,1.5135,
301537,ACME,2000,1,11,1.5698,1.5551,2.9579,3.6721
301539,ALTU,2000,1,11,2.2107,1.7919,,
301559,BUFF,2000,1,11,,2.4132,3.108,3.6458
301668,WEST,2000,1,11,1.5717,1.5644,1.5119,
301674,ACME,2000,1,12,1.5851,1.5558,2.9332,3.6723
301676,ALTU,2000,1,12,2.2194,1.8015,,
301696,BUFF,2000,1,12,,2.414,3.1125,3.6471
301805,WEST,2000,1,12,1.5853,1.5634,1.5101,
301811,ACME,2000,1,13,1.6144,1.5564,2.9024,3.663
301813,ALTU,2000,1,13,2.2394,1.8088,,
301833,BUFF,2000,1,13,,2.4168,3.1113,3.645
301942,WEST,2000,1,13,1.6095,1.5593,1.5087,
301948,ACME,2000,1,14,1.6424,1.5576,2.8793,3.6647
301950,ALTU,2000,1,14,2.2786,1.8253,,
301970,BUFF,2000,1,14,,2.4181,3.1104,3.6452
302079,WEST,2000,1,14,1.6804,1.563,1.5081,
302085,ACME,2000,1,15,1.6593,1.5635,2.8583,3.6658
302087,ALTU,2000,1,15,2.267,1.8329,,
302107,BUFF,2000,1,15,2.7782,2.4046,3.1048,3.6372
302216,WEST,2000,1,15,1.774,1.5652,1.5073,
302222,ACME,2000,1,16,1.6601,1.5623,2.8262,3.6575
302224,ALTU,2000,1,16,2.2386,1.8286,,
302244,BUFF,2000,1,16,2.809,2.407,3.1129,3.6441
302353,WEST,2000,1,16,1.8004,1.5659,1.5083,
302359,ACME,2000,1,17,1.6665,1.5645,2.7934,3.6539
302361,ALTU,2000,1,17,2.2618,1.8314,,
302381,BUFF,2000,1,17,2.8033,2.4096,3.1159,3.6457
302490,WEST,2000,1,17,1.7937,1.565,1.5075,
302496,ACME,2000,1,18,1.6815,1.567,2.7596,3.6376
302498,ALTU,2000,1,18,2.2984,1.8422,,
302518,BUFF,2000,1,18,2.7982,2.4099,3.1164,3.6436
302627,WEST,2000,1,18,1.8231,1.5632,1.5048,
302633,ACME,2000,1,19,1.7065,1.5766,2.7375,3.6365
302635,ALTU,2000,1,19,2.3094,1.855,,
302655,BUFF,2000,1,19,2.7999,2.4033,3.1141,3.642
302764,WEST,2000,1,19,1.8727,1.5679,1.5083,
302770,ACME,2000,1,20,1.7421,1.5818,2.712,3.6324
302772,ALTU,2000,1,20,2.3453,1.8715,,
302792,BUFF,2000,1,20,,2.4093,3.1158,3.6439
302901,WEST,2000,1,20,1.9603,1.5696,1.5059,
302907,ACME,2000,1,21,1.7753,1.5877,2.6968,3.6328
302909,ALTU,2000,1,21,2.3706,1.8885,,
302929,BUFF,2000,1,21,,2.4159,3.1168,3.6409
303038,WEST,2000,1,21,2.0209,1.5769,1.5061,
303044,ACME,2000,1,22,1.7971,1.5988,2.6833,3.6309
303046,ALTU,2000,1,22,2.3643,1.8936,,
303066,BUFF,2000,1,22,,2.4147,3.116,3.6447
303175,WEST,2000,1,22,2.0629,1.5825,1.5079,
303181,ACME,2000,1,23,1.8264,1.6054,2.6662,3.6265
303183,ALTU,2000,1,23,2.3818,1.9037,,
303203,BUFF,2000,1,23,2.8316,2.4099,3.1133,3.6426
303312,WEST,2000,1,23,2.0802,1.5829,1.5085,
303318,ACME,2000,1,24,1.8648,1.6123,2.6437,3.6172
303320,ALTU,2000,1,24,2.4362,1.9205,,
303340,BUFF,2000,1,24,,2.4237,3.1157,3.6427
303449,WEST,2000,1,24,2.1177,1.5904,1.5125,
303455,ACME,2000,1,25,1.8877,1.6225,2.6347,3.6198
303457,ALTU,2000,1,25,2.4629,1.9413,,
303477,BUFF,2000,1,25,,2.4261,3.1153,3.6476
303586,WEST,2000,1,25,2.1502,1.5942,1.5121,
303592,ACME,2000,1,26,1.9143,1.6228,2.6184,3.6185
303594,ALTU,2000,1,26,2.5052,1.9579,,
303614,BUFF,2000,1,26,,2.4322,3.119,3.6502
303723,WEST,2000,1,26,2.171,1.6011,1.5119,
303729,ACME,2000,1,27,1.8979,1.6344,2.6135,3.6192
303731,ALTU,2000,1,27,2.5463,1.9732,,
303751,BUFF,2000,1,27,,2.4368,3.1157,3.6507
303860,WEST,2000,1,27,2.168,1.6147,1.5162,
303866,ACME,2000,1,28,1.7218,1.6478,2.6038,3.617
303868,ALTU,2000,1,28,2.5661,1.988,,
303888,BUFF,2000,1,28,2.9175,2.4379,3.1188,3.6552
303997,WEST,2000,1,28,2.0263,1.6278,1.5156,
304003,ACME,2000,1,29,1.604,1.6645,2.5931,3.6112
304005,ALTU,2000,1,29,2.4083,1.995,,
304025,BUFF,2000,1,29,,2.44,3.1159,3.6561
304134,WEST,2000,1,29,1.63,1.6513,1.5175,
304140,ACME,2000,1,30,1.5425,1.671,2.5851,3.6136
304142,ALTU,2000,1,30,2.1768,1.9967,,
304162,BUFF,2000,1,30,,2.4452,3.1188,3.6584
304271,WEST,2000,1,30,1.5785,1.6494,1.5151,
304277,ACME,2000,1,31,1.5485,1.6673,2.5816,3.6213
304279,ALTU,2000,1,31,2.1774,2.0022,,
304299,BUFF,2000,1,31,,2.4456,3.1164,3.6568
304408,WEST,2000,1,31,1.5715,1.632,1.5156,
304414,ACME,2000,2,1,1.5596,1.6589,2.5695,3.6186
304416,ALTU,2000,2,1,2.2045,2.0079,,
304436,BUFF,2000,2,1,,,,
304545,WEST,2000,2,1,1.5631,1.6158,1.516,
304551,ACME,2000,2,2,1.5781,1.6575,2.5627,3.6154
304553,ALTU,2000,2,2,,,,
304573,BUFF,2000,2,2,,2.4458,3.1077,3.6526
304682,WEST,2000,2,2,1.5591,1.6048,1.5141,
304688,ACME,2000,2,3,1.6046,1.6525,2.55,3.6101
